url,title,read,collection,like
http://www.woshipm.com/it/1873610.html,微信发布新版本，很多创业者都激动了一夜,6092,5,0
http://www.woshipm.com/newretail/1870408.html,内部创业项目复盘,1135,2,2
http://www.woshipm.com/operate/1873570.html,一文读懂社交电商的两种玩法,1815,2,2
http://www.woshipm.com/operate/1870585.html,激发用户欲望的奖品才是裂变活动的关键,3180,7,16
http://www.woshipm.com/pd/1870672.html,2019，工业设计也需要分级？,811,1,2
http://www.woshipm.com/pd/1866894.html,电商运营的活动设计（一）,1597,1,0
http://www.woshipm.com/it/1860984.html,张小龙的常识和做产品的方法,4419,10,6
http://www.woshipm.com/it/1871540.html,2019，逆境之下，从「追风口」到「找风向」,4484,45,11
http://www.woshipm.com/evaluating/1867910.html,产品分析报告：从”壹心理”，看心理服务市场,4810,21,15
http://www.woshipm.com/operate/1869466.html,2019年新媒体行业预测：老树发新芽，行业第二春,3181,30,8
http://www.woshipm.com/zhichang/1867524.html,头脑风暴：健康体检会议复盘,1473,2,1
http://www.woshipm.com/operate/1869131.html,软文的3重境界,926,0,1
http://www.woshipm.com/operate/1845503.html,运营进阶：用户激励体系底层逻辑剖析,945,3,5
http://www.woshipm.com/it/1868369.html,红包大战再起，“锦鲤天团”出道,443,2,0
http://www.woshipm.com/it/1867554.html,互联网+教育：在线教育五种盈利模式,1980,0,0
http://www.woshipm.com/newretail/1866136.html,T.J.Maxx当道、爱库存崛起，折扣零售为何能后来居上？,640,0,2
http://www.woshipm.com/operate/1869483.html,如何做好ToG类产品？,6281,45,17
http://www.woshipm.com/pmd/1868754.html,项目复盘：新产品如何进行对外输出,3495,9,1
http://www.woshipm.com/pd/1863232.html,超全面服务设计原则：创建更好的服务,1244,2,1
http://www.woshipm.com/pd/1868254.html,社交营销产品设计思考,855,2,2
http://www.woshipm.com/it/1867266.html,互联网教育产品设计思考：还原教育本来的样子,3493,5,3
http://www.woshipm.com/it/1869234.html,凉透的直播，2019年会好吗？,880,0,0
http://www.woshipm.com/evaluating/1864748.html,步数宝产品分析：小程序社交电商来了吗？,5294,14,7
http://www.woshipm.com/pd/1869685.html,重新解读经典，打造惊喜体验,2817,12,24
http://www.woshipm.com/pmd/1868196.html,智能硬件产品经理的工作内容,7766,11,10
http://www.woshipm.com/zhichang/1869526.html,想成为设计团队leader，你需要做这几件事,3269,21,8
http://www.woshipm.com/pd/1867578.html,如何做电商平台的首页功能设计？,4289,33,6
http://www.woshipm.com/pd/1866801.html,一文讲明短信验证流程的设计要点,2410,15,6
http://www.woshipm.com/evaluating/1868144.html,使用5W1H原则分析小程序,3064,9,4
http://www.woshipm.com/it/1868885.html,快手，一个慢公司的远征,1.7万,9,7
http://www.woshipm.com/pmd/1867998.html,产品需求文档里的一些容易遗漏的点,7089,29,12
http://www.woshipm.com/evaluating/1866778.html,从4个方面聊聊多闪,6374,15,4
http://www.woshipm.com/marketing/1866521.html,如何做好对B内容营销？,3298,10,3
http://www.woshipm.com/pd/1866748.html,设计中的5大渐变趋势以及如何有效地使用,2432,7,5
http://www.woshipm.com/copy/1866228.html,怎样写出《啥是佩奇》那样的文案神转折？,6592,19,12
http://www.woshipm.com/it/1865561.html,案例 | 拼多多，社交红利第一拼,3803,12,11
http://www.woshipm.com/marketing/1865371.html,深度分析Facebook ADS广告投放平台（4）：广告、创意和投放逻辑,686,1,1
http://www.woshipm.com/it/1868058.html,十亿日活攻防战,4576,10,9
http://www.woshipm.com/pd/1840908.html,以滴滴出行用户用车为例，教你如何绘制业务流程图,1460,6,3
http://www.woshipm.com/copy/1865427.html,写出文案标题金句的15个方法，比上语文课还管用！,4854,48,13
http://www.woshipm.com/pd/1864401.html,基于反事实思维的用户后悔机制设计指南,1307,1,2
http://www.woshipm.com/it/1863202.html,请让得到飞一会,923,1,1
http://www.woshipm.com/pmd/1864686.html,2019年，你必须知道的产品经理能力模型,2.5万,201,85
http://www.woshipm.com/pd/1865668.html,专车业务在旅游行业中的应用思考,2042,2,1
http://www.woshipm.com/pmd/1865315.html,我有头脑、有思考，为什么需要实习才能成为好PM？,6198,17,10
http://www.woshipm.com/it/1864023.html,社交产品不要老想着颠覆微信，颠覆微信的不会是社交,8864,51,30
http://www.woshipm.com/pmd/1865530.html,人工智能时代：如何写一份高质量的埋点文档,1.5万,310,48
http://www.woshipm.com/data-analysis/1865628.html,如何处理多因子权重赋值的问题？,419,2,2
http://www.woshipm.com/pd/1864089.html,产品设计没有default,3748,13,4
http://www.woshipm.com/ucd/1849957.html,七大交互心理学（下）,1.1万,76,26
http://www.woshipm.com/it/1864507.html,为什么汉堡总推陈出新，而鸡翅薯条千年不变？,6947,20,8
http://www.woshipm.com/it/1865351.html,微信小程序的逻辑和演进思考,2084,3,11
http://www.woshipm.com/it/1865504.html,互联网很大，大到没有创新,8.2万,64,54
http://www.woshipm.com/pmd/1863343.html,2018，我产品生涯的第二年是这样度过的,1650,2,0
http://www.woshipm.com/marketing/1860381.html,除了烧钱买用户，瑞幸还做了哪些营销？,7141,16,4
http://www.woshipm.com/it/1862808.html,互联网医疗：智能硬件大数据下的心电监测,2208,10,6
http://www.woshipm.com/zhichang/1864121.html,用时最短的方法论，教你如何最快适应新工作,3757,3,2
http://www.woshipm.com/marketing/1862294.html,剖析《啥是佩奇》刷屏背后的自传播机制,1355,3,2
http://www.woshipm.com/pd/1195390.html,房产中介产品分享功能的六种形式,1882,6,4
http://www.woshipm.com/ai/1862996.html,万字解析：“AI芯片”通识,1861,12,10
http://www.woshipm.com/ai/1848151.html,作为AI产品经理，该如何考虑公司自研的人脸识别产品,2596,20,9
http://www.woshipm.com/operate/1862753.html,裂变实操：1个模型+4个步骤，教你薅尽微信流量羊毛,8251,62,17
http://www.woshipm.com/pd/1856713.html,针对新老用户发送优惠券的H5界面设计,4056,45,10
http://www.woshipm.com/it/1861597.html,我觉得，多闪的场景可能没找对,4873,6,3
http://www.woshipm.com/it/1862140.html,【天天问每周精选】第63期：互联网的春节效应，会让谁翻身？,1621,1,2
http://www.woshipm.com/it/1856753.html,网易云音乐为什么被“匿名社交”闪了腰,8425,45,8
http://www.woshipm.com/copy/1859969.html,一条价值“十亿”的宣传语：微信支付VS支付宝,8859,12,11
http://www.woshipm.com/marketing/1862237.html,一个成功的事件营销，至少需要这三点特质,3856,5,8
http://www.woshipm.com/it/1860194.html,CRM管理：开票申请的详细介绍,3045,14,1
http://www.woshipm.com/it/1862290.html,以工匠精神专注IT教育，起点学院再度斩获 “年度最受欢迎奖”,1984,3,6
http://www.woshipm.com/chuangye/1861446.html,《燃点》观后：创业很苦，也不是唯一出路,1122,1,1
http://www.woshipm.com/evaluating/1859994.html,视频水印竞品调研分析,3329,18,6
http://www.woshipm.com/rp/1860148.html,Axure | 滑动条：拖动滑块改变进度,2201,4,2
http://www.woshipm.com/evaluating/1859537.html,竞品分析：直播吧 VS 懂球帝 VS PP体育,5149,26,9
http://www.woshipm.com/pmd/1860832.html,从《啥是佩奇》提炼出的产品三部曲,1.3万,64,34
http://www.woshipm.com/it/1860778.html,变美：走个T台步,743,0,0
http://www.woshipm.com/rp/1859905.html,Axure RP 9 教程：环形进度条,1212,0,2
http://www.woshipm.com/newretail/1860775.html,奇葩的零售业现象：跑的越快，跌的越狠,692,0,0
http://www.woshipm.com/it/1860968.html,流量枯竭时代，转换生意逻辑很必要,809,5,0
http://www.woshipm.com/operate/1861137.html,美团的会员体系，你真的了解吗？,7906,26,4
http://www.woshipm.com/pd/1856035.html,明星脱粉背后：偏离产品定位引发的用户流失,5657,6,6
http://www.woshipm.com/it/1859915.html,亲手创造一场盛宴，再“毁”了它，腾讯视频意欲何为？,3382,8,0
http://www.woshipm.com/it/1860648.html,四点趋势，看懂2019年音乐综艺发展走向,1452,4,0
http://www.woshipm.com/user-research/1859936.html,用户体验地图如何落地？,4724,45,78
http://www.woshipm.com/pd/1859954.html,陌生人社交产品分析（上篇）,2964,9,5
http://www.woshipm.com/it/1859224.html,看不懂瑞幸咖啡烧钱上市，也许是因为不了解真实的国民消费力,4795,14,4
http://www.woshipm.com/it/1858854.html,一群没看懂Costco的人，居然要在中国做“Costco”！,3365,16,5
http://www.woshipm.com/pd/1859490.html,心理实验对可用性测试有哪些启发？,1429,5,3
http://www.woshipm.com/pmd/1859168.html,“采坑，填坑”，项目的那些事儿（第六阶段：测试验收）,2521,3,1
http://www.woshipm.com/pmd/1857656.html,如何成为CEO信任的产品经理？,4683,31,12
http://www.woshipm.com/it/1858011.html,瑞幸咖啡，不断进化的新物种,1744,6,1
http://www.woshipm.com/chuangye/1858307.html,企业项目化管理如何成功落地,1231,9,3
http://www.woshipm.com/pmd/1858879.html,如何让程序员放下手中的刀？,4088,13,13
http://www.woshipm.com/it/1855939.html,王欣的奔跑,3020,5,4
http://www.woshipm.com/it/1860071.html,​中韩“开餐厅”综艺进化史,534,1,0
http://www.woshipm.com/rp/1856946.html,用Axure做出手风琴式联动交互效果,905,0,1
http://www.woshipm.com/it/1858348.html,社交产品思考：未来是否将发生大变局,666,2,0
http://www.woshipm.com/pd/1859715.html,拨动情绪的内容设计 | QQ团队短视频的完整设计过程,2829,3,1
http://www.woshipm.com/operate/1857770.html,社群运营 | 掌握这三步，让你的社群“活”过来,5683,21,15
http://www.woshipm.com/it/1850694.html,丁香云管家VS平安万家，谁将拿下基层医疗信息化市场,583,0,0
http://www.woshipm.com/chuangye/1859533.html,SaaS创业路线图（32）：如何找对合伙人？,2064,3,1
http://www.woshipm.com/marketing/1855894.html,数字营销，是企业数字化转型的最佳切入口,2172,5,2
http://www.woshipm.com/it/1857594.html,从转转、闲鱼到多抓鱼、漫游鲸，看如何修炼二手书电商过冬术,600,0,0
http://www.woshipm.com/rp/1832538.html,Axure：图片切换放大、缩小效果展示（下）,988,3,0
http://www.woshipm.com/pmd/1858441.html,做好需求分析需要注意这几个关键点,1万,160,42
http://www.woshipm.com/it/1857703.html,你们的需求对齐了吗？,843,8,8
http://www.woshipm.com/marketing/1856973.html,2019年B2B行业营销策略白皮书完整版,1142,2,0
http://www.woshipm.com/zhichang/1855714.html,项目管理实践：如何进行项目划分？,1159,1,1
http://www.woshipm.com/evaluating/1851236.html,“聊天宝”挣钱清单新鲜出炉，金币提现的激励徒有其表,8862,14,17
http://www.woshipm.com/pd/1857364.html,知乎关注页的屏蔽逻辑优化,956,0,2
http://www.woshipm.com/it/1854825.html,车载系统华山论剑：Ali OS、Android、QNX孰优孰劣,543,1,0
http://www.woshipm.com/operate/1852319.html,1分钱如何获得10万用户？这是真的？,2185,1,2
http://www.woshipm.com/it/1856358.html,流水的挑战者铁打的微信，社交为何让人如此迷恋？,3764,7,8
http://www.woshipm.com/zhichang/1856505.html,如何创建自己的工作指南，把事情做的更快更好？,9540,28,14
http://www.woshipm.com/operate/1855845.html,思考：B端产品在初期冷启动阶段要如何做？,6484,47,11
http://www.woshipm.com/rp/1851778.html,Axure制作页面下拉时，顶部导航浮动并切换的交互效果,526,1,0
http://www.woshipm.com/data-analysis/1854089.html,定目的、观数据、断样本、选公式、缩误差，五步估算你的样本有多准,1381,7,4
http://www.woshipm.com/zhichang/1857404.html,科学的涨工资，只需要5个方法,9511,61,10
http://www.woshipm.com/zhichang/1855662.html,反思日志：自我提升最简单的“核心算法”,3821,30,14
http://www.woshipm.com/it/1856059.html,外卖涨价不丢人，关键是值不值这个价,8326,6,3
http://www.woshipm.com/pmd/1857236.html,DPM认知修炼3：数据产品经理的多重身份,1277,1,2
http://www.woshipm.com/operate/1851795.html,情侣类KOL获广告主青睐，“看别人恋爱”的需求有多大？,1326,0,0
http://www.woshipm.com/pmd/1854060.html,产品共创会召开指南,1674,4,1
http://www.woshipm.com/it/1855969.html,互联网年会图鉴：去年煮酒论英雄，今年却似新亭会,5085,4,9
http://www.woshipm.com/it/1855616.html,社交终局：多闪、马桶MT和聊天宝的人性与微信之战？,3058,3,2
http://www.woshipm.com/operate/1856378.html,多种玩法解析：打造高效的App邀请方案,5018,34,24
http://www.woshipm.com/it/1854738.html,运营的全分层架构,9185,28,9
http://www.woshipm.com/it/1855129.html,相比于微信5.0，微信7.0只能是一个年龄渐长的代号,2186,7,5
http://www.woshipm.com/it/1852499.html,“多闪”对标的根本不是“微信”，四个悖论证明,4740,11,3
http://www.woshipm.com/it/1856161.html,产品经理周报第 53 期｜今日头条App上线“帐号内搜索”；百度宣布成为央视春晚红包独家网络互动平台,3249,10,5
http://www.woshipm.com/ai/1854393.html,智能外呼到底有多智能？,4609,17,20
http://www.woshipm.com/it/1853510.html,聊天宝：老罗的情怀再度崩塌，但或许收获了新可能,1296,1,0
http://www.woshipm.com/evaluating/1854907.html,谈谈微信7.0的新功能,1466,2,1
http://www.woshipm.com/pd/1853414.html,电商O2O后台产品的需求对接和产品设计,7036,47,16
http://www.woshipm.com/pd/1848985.html,用HMW方法，分析享物说平台的社交优化方向,2992,21,8
http://www.woshipm.com/it/1850519.html,个人云盘：阿里云无影，百度网盘、腾讯微云争霸？,661,0,0
http://www.woshipm.com/it/1850126.html,星巴克PK瑞幸，谁输谁赢得用数据说话,560,0,0
http://www.woshipm.com/rp/1841977.html,Axure：图片切换放大、缩小效果展示,1031,1,0
http://www.woshipm.com/it/1848141.html,抖音、多闪背后的AI和社交,8440,5,8
http://www.woshipm.com/pmd/1847279.html,债权项目复盘：如何解决用户流动性问题？,1596,7,3
http://www.woshipm.com/it/1853698.html,社交革命尚未成功，多闪仍需努力,4382,10,6
http://www.woshipm.com/it/1852472.html,多闪：微信时代的第一条裂缝,5295,9,8
http://www.woshipm.com/it/1850163.html,从备付金100%存管，看移动支付的前世今生,4053,31,30
http://www.woshipm.com/pd/1853060.html,案例分析：绘制流程图需要注意哪些事项？,1.5万,109,34
http://www.woshipm.com/operate/1854879.html,两个月涨粉千万，“食堂夜话”如何征服浮躁的抖音用户？,6459,10,2
http://www.woshipm.com/it/1852740.html,从聊天宝到微信，社交外壳下罗永浩想盘算的是什么？,4912,7,4
http://www.woshipm.com/copy/1852397.html,如何写出一篇高质量的产品文案？教你3步,5507,23,6
http://www.woshipm.com/it/1850255.html,“多闪”，并不能狙击张小龙,7954,11,6
http://www.woshipm.com/it/1852351.html,社交赛道的未来在哪里？,2759,5,7
http://www.woshipm.com/zhichang/1461167.html,秋招之路：从产品角度应对校招,875,1,3
http://www.woshipm.com/operate/1850901.html,做内容，怎么赚钱？垂直社区的三种盈利模式,1770,1,1
http://www.woshipm.com/pd/1852670.html,你的设计，用户真的看得懂吗？,1.4万,58,29
http://www.woshipm.com/newretail/1851985.html,杀“团长”祭流量，巨头“围猎”社区团购进行时,1887,6,2
http://www.woshipm.com/ai/1851649.html,打败「有人设」的，是「有人性」的产品,2193,9,1
http://www.woshipm.com/it/1851639.html,头条系社交产品“多闪”亮相，惊艳还是平庸？,3350,6,0
http://www.woshipm.com/newretail/1852416.html,服饰下沉零售的“人民战争”,2013,4,0
http://www.woshipm.com/rp/1846999.html,如何用Axure做出“加载中”的交互效果？,849,0,1
http://www.woshipm.com/pmd/1852307.html,一位产品经理与一部电影的“思想碰撞”,6172,33,18
http://www.woshipm.com/chuangye/1852233.html,社交创业破局点到了？也许你一开始就想错了,3612,35,4
http://www.woshipm.com/operate/1847533.html,万字长文：初创公司运营架构怎么搭？,2万,122,27
http://www.woshipm.com/pd/1849236.html,交互设计、人机交互、用户体验设计三者有何异同,5030,34,19
http://www.woshipm.com/it/1854157.html,社交创新的冷思考，喧闹过后你会记住谁？,3402,3,10
http://www.woshipm.com/it/1846922.html,罗振宇的狷狂、张小龙的质朴，那些4小时之外超级产品的基本素养？,1240,1,3
http://www.woshipm.com/pmd/1847970.html,数据型产品的用户管理，想要做好不容易,1.3万,36,10
http://www.woshipm.com/ai/1846458.html,在无人驾驶汽车普及之前，车联网都是扯淡,695,0,2
http://www.woshipm.com/pd/1852205.html,如何潜移默化地影响用户？那就在设计中提供更好的选项,2760,11,6
http://www.woshipm.com/it/1845819.html,快手商业化提速，你准备好入局了吗？,548,1,0
http://www.woshipm.com/it/1846147.html,2019年，娱乐不至死,629,0,0
http://www.woshipm.com/operate/1843024.html,「增长黑客」理论提炼与感悟,2086,9,2
http://www.woshipm.com/zhichang/1842313.html,项目复盘：如何通过优化组织结构，提高团队执行力？,1101,3,1
http://www.woshipm.com/pd/1845691.html,一文读懂无处不在的智能推荐系统,1089,7,4
http://www.woshipm.com/it/1850050.html,【多闪】来了——如何看待测试版发布的10项主要功能？,9082,38,7
http://www.woshipm.com/it/1850557.html,2018年，这些时事、职场、理财类高价值公众号你关注了几个？,4989,7,3
http://www.woshipm.com/copy/1847397.html,文案没有特点，是因为你不会演戏,5655,32,10
http://www.woshipm.com/pmd/1847405.html,从产品经理“甩锅”来看外包项目的开发流程（业务篇）,3407,2,6
http://www.woshipm.com/it/1849917.html,马桶、多闪、聊天宝三大门派围攻微信，没一个能打的！,1.5万,32,24
http://www.woshipm.com/it/1846781.html,2019年，“短”文化业态与公司业务发展方向,532,0,0
http://www.woshipm.com/it/1850118.html,微信何时“被架空”？,7721,11,4
http://www.woshipm.com/pd/1849204.html,子弹短信的交互结构有哪些创新之处？,5190,17,15
http://www.woshipm.com/it/1849278.html,三款社交APP，三条不同的社交之路,6307,84,10
http://www.woshipm.com/it/1849723.html,罗永浩：赚钱快如子弹？,5891,17,15
http://www.woshipm.com/it/1849160.html,在浮躁的社交圈里看到一篇优质的分享有多难？,3018,5,2
http://www.woshipm.com/it/1849673.html,供应链金融必知供应链的八大基本原理,2696,9,1
http://www.woshipm.com/pd/1846776.html,年终H5那么多，支付宝网易云凭什么刷爆你的朋友圈？,5560,16,2
http://www.woshipm.com/it/1849202.html,抖音孵化的“多闪”有多闪？,4549,3,4
http://www.woshipm.com/data-analysis/1846422.html,产品分析之统计学悖论,2198,13,11
http://www.woshipm.com/it/1831507.html,网易云2018听歌报告：2019年第一个刷屏小思考,2679,6,7
http://www.woshipm.com/pd/1849331.html,如何创建产品创新章程？,6907,2,1
http://www.woshipm.com/pd/1845986.html,张小龙4小时演讲中“隐藏”的那些设计逻辑,5521,26,10
http://www.woshipm.com/pd/1843478.html,助推理论：为用户设计更好的选择,1664,2,2
http://www.woshipm.com/chuangye/1849856.html,与快播王欣聊了两小时，他告诉我为什么做社交,2.1万,48,21
http://www.woshipm.com/it/1849818.html,没有一款社交软件可以治愈孤独,6605,58,37
http://www.woshipm.com/it/1849800.html,围剿“老龄”微信,6930,5,1
http://www.woshipm.com/operate/1845682.html,深度实操复盘：我是如何做到，4个群1晚营收过百万,9486,49,19
http://www.woshipm.com/pd/1849696.html,“多闪”的短视频社交底层逻辑是什么？,1.1万,18,8
http://www.woshipm.com/it/1845102.html,看1+9个“支付宝” 到底如何普惠全球超10亿人,3349,5,6
http://www.woshipm.com/pmd/1846123.html,如何应对“程咬金型需求”，精准挖掘潜在客户？,6563,38,10
http://www.woshipm.com/it/1847239.html,今日头条的社交产品，可能会怎么打？,1万,21,9
http://www.woshipm.com/it/1844806.html,试点7年后，电子发票发展得怎么样了？,851,6,0
http://www.woshipm.com/pd/1844802.html,CRM 系统设计全复盘（一）：客户关系的定义,2330,12,7
http://www.woshipm.com/it/1843048.html,网红茶饮亦难逃营销之困，喜茶们要怎么破局？,730,0,0
http://www.woshipm.com/evaluating/1833499.html,竞品报告 | 模板让竞品分析一文不值,2981,14,17
http://www.woshipm.com/pmd/1840006.html,DPM认知修炼2：数据产品经理需要什么样的人？,2196,5,2
http://www.woshipm.com/it/1842928.html,拼团无力之后，2019年阿里转战“新制造”抗衡拼多多？,5180,5,4
http://www.woshipm.com/pmd/1843597.html,“三步走”解决需求编写和澄清问题,5367,16,7
http://www.woshipm.com/it/1845456.html,贝索斯：叫醒亚马逊的从来不是闹钟,4046,8,4
http://www.woshipm.com/it/1845813.html,抖音进击，快手下沉,1026,5,0
http://www.woshipm.com/zhichang/1781415.html,辛苦了一年，难道要输在年终总结上？,2381,8,10
http://www.woshipm.com/operate/1845078.html,新时代如何利用传统打法做品牌？,1343,2,0
http://www.woshipm.com/copy/1845556.html,教你高效创作文案：提笔前必知的十大准则与四项要点！,2897,13,4
http://www.woshipm.com/rp/1844822.html,Axure制作网页回到顶部的交互效果,1255,3,1
http://www.woshipm.com/pd/1844489.html,Youtube Premium：模仿竞品并不是正确的产品策略,4615,11,2
http://www.woshipm.com/pd/1844232.html,产品如何做到差异化？试试个性化推荐和数据挖掘,1.1万,23,9
http://www.woshipm.com/it/1842951.html,瑞幸咖啡将走向何方？,6499,7,7
http://www.woshipm.com/pd/1845864.html,马桶MT：私密社交概念评测,3.7万,47,21
http://www.woshipm.com/it/1844973.html,社交媒体凝聚社会共识,1444,4,0
http://www.woshipm.com/pd/1842911.html,思考：如何利用动效提升产品体验？,4009,16,5
http://www.woshipm.com/it/1843248.html,IP经济消亡史,2044,0,0
http://www.woshipm.com/zhichang/1843154.html,研发团队中，如何进行以结果导向的成员评价,1926,8,1
http://www.woshipm.com/pd/1834720.html,作为交互设计师，需要懂得哪些“用户流量”知识,3183,12,3
http://www.woshipm.com/it/1843443.html,直播盛典IP养成记，晚会模式新标配,1965,4,1
http://www.woshipm.com/pd/1843054.html,如何从“微信”上，理解张小龙的好产品设计10个“原则”,1.5万,20,5
http://www.woshipm.com/it/1843892.html,网红餐饮：故事虽然好，收场更重要,2680,2,3
http://www.woshipm.com/user-research/1841106.html,怎样引导用户形成一种习惯,4475,13,3
http://www.woshipm.com/it/1844656.html,直播的前世今生,1415,9,3
http://www.woshipm.com/newretail/1845332.html,做新零售，需要解决哪些问题？,2793,4,2
http://www.woshipm.com/pd/1844829.html,产品反馈设计：如何与用户有效沟通？,2347,12,3
http://www.woshipm.com/pmd/1844756.html,新的一年，规划好自己的产品人生再出发！,8665,99,29
http://www.woshipm.com/it/1845374.html,非荷尔蒙非兴趣，马桶APP想做一个暗黑版的朋友圈,9153,8,2
http://www.woshipm.com/evaluating/1842857.html,在线作业产品的基本构成与逻辑分解,6205,39,7
http://www.woshipm.com/newretail/1844711.html,新零售路线之争：做工具箱还是做CPU？,1363,4,2
http://www.woshipm.com/rp/1834845.html,Axure RP 9 教程：模拟拨号键盘,893,2,1
http://www.woshipm.com/it/1840675.html,产品，是铠甲也是内衣,661,1,2
http://www.woshipm.com/marketing/1842439.html,营销丛林法则（上）,5170,48,26
http://www.woshipm.com/pmd/1824818.html,新人如何做好“产品功能经理”？,1.4万,97,35
http://www.woshipm.com/pmd/1777324.html,高效能产品经理的7个习惯,1.1万,66,23
http://www.woshipm.com/pmd/1842636.html,竞品分析竞的是思维,2.3万,320,71
http://www.woshipm.com/it/1842771.html,共享经济、短视频、新零售、AI：寻觅2019年新经济未来走向,785,1,1
http://www.woshipm.com/it/1840695.html,社交中的用户价值、状态评估及算法匹配模型,6889,31,12
http://www.woshipm.com/pd/1841996.html,如何提升落地页转化率？,1.2万,35,6
http://www.woshipm.com/chuangye/1839901.html,我们为什么打造不好开发团队？,4351,13,6
http://www.woshipm.com/it/1839698.html,三谈洗稿拆书：天下何人不“窃书”,1270,1,0
http://www.woshipm.com/it/1840340.html,教你用产品思维制作微信表情包,5913,22,9
http://www.woshipm.com/operate/1842550.html,连咖啡中不得不说的有趣玩法,7907,40,10
http://www.woshipm.com/chuangye/1842668.html,补贴不再是尚方宝剑——ofo的落败启示录,4749,16,6
http://www.woshipm.com/it/1842228.html,社交江湖再起波澜,3929,6,6
http://www.woshipm.com/user-research/1842179.html,游戏直播重度用户产品体验调研报告,2832,17,9
http://www.woshipm.com/it/1842035.html,娱乐圈人设变迁史,2908,1,1
http://www.woshipm.com/operate/1140778.html,运营进阶：在用户底层需求上建立运营方法论（1）,7739,37,12
http://www.woshipm.com/it/1841815.html,“2018微信数据报告”背后究竟藏着哪些不为人知的秘密？,9316,9,33
http://www.woshipm.com/operate/1787409.html,12种必备的活动策划创意玩法，别说你还不知道！,1.2万,103,23
http://www.woshipm.com/pd/1839048.html,有道精品APP「四六级类别课程」流程图绘制,4113,5,4
http://www.woshipm.com/blockchain/1839299.html,区块链应用：去中心化微博平台构想,2764,11,6
http://www.woshipm.com/it/1841015.html,你可能从来都没想过什么是“先发优势”,1888,8,5
http://www.woshipm.com/zhichang/1839072.html,电商运营修炼手札（逻辑篇）,3079,8,5
http://www.woshipm.com/it/1841507.html,那些互联网产品的套路,4.7万,18,22
http://www.woshipm.com/operate/1838977.html,从0到1学社群运营，首先你需要了解以下几点,4436,10,1
http://www.woshipm.com/pmd/812235.html,有效沟通的“金三脚”法则：信任、沟通、共识,5625,62,33
http://www.woshipm.com/it/1839946.html,九出祁山，不如部署子午谷 | 腾讯的“围杀抖音”策略,2174,3,3
http://www.woshipm.com/it/1839636.html,QQ宠物后腾讯再关webQQ，一个时代的缓慢落幕,2983,1,0
http://www.woshipm.com/zhichang/1840416.html,开好「敏捷」反思会，你必须知道的8个忠告！,1896,3,0
http://www.woshipm.com/it/1839538.html,【天天问每周精选】第62期：我们要不要紧紧黏住用户？,1179,1,1
http://www.woshipm.com/it/1838976.html,2019年，你的增长准备怎么做？,5486,14,5
http://www.woshipm.com/zhichang/1839540.html,从张小龙的4小时演讲说起……,1.1万,57,16
http://www.woshipm.com/operate/1837787.html,解读：新餐饮品牌及运营方法论,4118,20,8
http://www.woshipm.com/zhichang/1838838.html,如何用 3 个决策方法，完成「分析问题」后的临门一脚？,3028,13,6
http://www.woshipm.com/pd/1834204.html,交互设计师必备技能：像卸妆一样拆解界面,7793,75,19
